150,15,happy,angry,sad,,,,,,,,,,,
1.780772868,1.655177557,1.025401131,0.277989042,0.769043788,-0.142463532,0.021861619,-0.218363194,0.584326726,0.152315113,-0.020801509,-0.130536746,0.195613626,-0.597540861,-0.105013898,2
1.88273618,2.069590397,1.817074389,0.759596777,1.237719609,0.693814013,0.351039267,0.007547208,0.396071682,0.528622847,0.21454732,0.054853993,0.326310866,-0.090809247,0.091558667,2
1.182724344,1.624190616,1.651886432,0.387245912,0.749406815,-0.345891008,-0.274829661,-0.382041659,0.198107475,-0.29689386,-0.445773174,-0.399556923,0.07037534,-0.594259483,-0.489228047,2
3.035669766,1.685088602,1.806206986,0.141392887,0.083083575,-0.356540427,-0.363325937,0.162999853,0.298952122,0.321179079,0.276013663,0.156526203,0.335527417,-0.083903358,-0.053797667,2
1.864379155,2.251904504,1.365802869,0.895624906,0.540356372,0.008872135,0.428899315,-0.055016377,0.32391343,0.275204082,-0.134710569,0.282993873,0.07221783,-0.337287591,0.025750395,2
2.218463286,1.481905115,1.756759375,0.568756534,0.805922885,0.135775253,-0.067017268,0.186249023,0.483788689,0.569201119,0.074842803,0.027470811,0.47741466,0.106845303,-0.024575406,2
2.696511551,1.583335754,1.765380812,-0.127128552,0.02500473,0.265033841,0.046607634,0.43032947,0.352930622,0.42333073,0.080004999,-0.161719591,0.495280039,-0.138567671,0.070992537,2
1.841869608,1.466231558,1.424569639,0.383867194,0.574695515,-0.417958925,0.095981599,-0.159265776,0.458283724,0.295200364,0.118571219,-0.117679666,0.258437028,-0.497888386,-0.23724343,2
2.100207061,1.736016983,2.483317712,0.8968082,0.748890333,0.123712983,0.014641683,-0.172580837,0.151830515,0.60623692,0.144328245,-0.094681926,0.2876251,-0.08144071,-0.01098004,2
1.876905792,2.324459491,1.676779665,0.956612956,0.48636916,0.081732446,0.366794441,-0.212678403,0.119388359,0.271569227,-0.077542419,0.364092175,0.170429783,-0.265961596,-0.008072442,2
1.908894808,1.822059896,1.965474141,0.831949795,0.99153594,0.374821399,0.111130501,0.170272949,0.365426534,0.590282148,0.1551292,-0.036979816,0.342516528,0.152854586,0.000305889,2
2.347508518,2.089490656,1.802805857,0.586101268,0.222606217,-0.293745722,0.061803963,-0.205378184,0.305563556,0.235721828,0.257600447,-0.187015623,0.325120558,-0.48648734,-0.399924488,2
